YUV,OPT,QP,128x128,128x64,64x128,64x64,64x48,64x32,64x24,64x16,64x12,64x8,64x4,64x2,48x64,48x32,48x16,48x8,48x4,32x64,32x48,32x32,32x24,32x16,32x12,32x8,32x4,32x2,24x64,24x32,24x16,24x8,24x4,16x64,16x48,16x32,16x24,16x16,16x12,16x8,16x4,16x2,12x64,12x32,12x16,12x8,12x4,8x64,8x48,8x32,8x24,8x16,8x12,8x8,8x4,8x2,4x64,4x48,4x32,4x24,4x16,4x12,4x8,4x4,4x2,2x64,2x32,2x16,2x8,2x4,zeros,resto,chroma
MarketPlace,INTER.csv,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,116,204,144,0,0,0,0,0,28,0,18,0,38,0,191,1890,664,0,0,0,0,9,4,0,73,0,196,0,10683,84063,6156,0,0,402,0,4963,0,81518,86842,0,4,260,2120,14224,0,172062,85448,805821
MarketPlace,INTER.csv,27,0,0,0,0,0,0,0,4,0,9,11,0,0,0,0,0,0,0,0,10,0,36,0,373,1148,148,0,0,0,1,84,24,0,51,0,123,1,2418,17013,376,0,0,1,44,1184,17,0,295,0,770,50,17637,90750,2200,32,0,588,3,3536,173,52459,49221,0,4,416,1052,2652,0,59286,9076,789318
MarketPlace,INTER.csv,32,0,0,0,0,0,2,0,1,0,11,11,0,0,0,0,0,0,1,0,30,0,60,2,948,3995,128,0,0,0,9,253,29,0,73,0,535,67,7988,41501,204,0,1,5,190,2870,20,0,430,4,2360,252,32256,118834,760,28,0,672,13,5397,561,45790,39677,0,0,304,344,406,0,21768,1540,667476
MarketPlace,INTER.csv,37,1,0,0,5,0,4,1,48,0,19,39,0,0,0,0,0,0,0,0,52,0,233,12,1877,9282,140,0,0,2,33,500,139,0,274,4,1948,126,15836,58058,192,0,0,30,595,1748,8,0,507,9,6460,503,42181,112071,858,20,0,934,34,9098,276,38081,13110,0,0,140,60,90,0,12377,776,502883
MarketPlace,INTRA.csv,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,32,51,0,0,0,0,0,0,0,0,11,0,24,0,87,175,0,0,0,0,0,0,0,0,79,0,163,0,225,1205,0,0,0,13307,0,3626,0,939,1563,0,0,0,0,12,0,12743,80068,105553
MarketPlace,INTRA.csv,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,21,0,49,141,4,0,0,0,0,0,0,0,23,0,45,0,163,339,8,0,0,0,0,4,0,0,106,0,275,0,386,2112,34,0,0,12123,0,4349,0,1287,2007,0,0,0,0,36,0,4379,65128,105776
MarketPlace,INTRA.csv,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,74,0,175,329,4,0,0,0,0,1,0,0,41,0,130,1,557,1972,0,0,0,0,2,101,0,0,111,0,417,3,1471,6289,54,0,0,9477,0,5246,3,2238,3279,0,0,4,0,76,0,1181,52884,103777
MarketPlace,INTRA.csv,37,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,213,0,199,1,440,1158,12,0,0,0,4,51,0,0,111,0,371,6,2189,7508,8,0,0,0,37,429,0,0,187,1,965,35,4799,15190,26,0,0,5225,3,4642,44,4527,4570,0,0,0,8,116,0,544,31232,85872
PartyScene,INTER.csv,22,48,0,0,403,0,105,0,165,0,73,43,0,0,0,0,0,0,68,0,1489,5,1137,16,989,524,0,0,10,23,22,13,138,0,1204,22,3582,58,4525,3396,44,0,15,90,224,156,39,0,1298,33,6210,192,10539,7540,748,28,0,923,31,7533,242,12890,7921,0,0,0,76,1158,0,4804,312,10753
PartyScene,INTER.csv,27,80,0,0,578,0,191,0,107,0,41,12,0,0,0,0,0,0,101,0,1658,6,977,5,791,253,0,0,5,14,9,6,126,0,1223,13,2834,25,2839,1780,28,0,9,78,150,72,71,0,1312,33,4472,152,6681,4386,340,42,0,763,30,4766,187,7684,4672,0,0,0,100,634,0,2757,188,5619
PartyScene,INTER.csv,32,138,4,0,634,0,312,0,96,0,38,8,0,0,0,0,0,0,140,0,1486,0,794,2,544,131,0,0,6,14,8,6,159,0,1121,11,2109,16,1765,953,16,0,10,54,75,26,94,0,1191,36,3046,96,3857,1965,142,21,0,660,18,2638,75,3135,1761,0,0,0,104,226,0,1318,140,2995
PartyScene,INTER.csv,37,185,0,15,772,0,377,0,107,0,43,8,0,0,0,0,0,0,203,0,1172,1,559,4,361,71,0,0,9,13,8,1,190,0,917,15,1171,12,832,311,12,0,15,18,28,4,116,0,845,13,1603,40,1401,362,28,32,0,409,6,904,17,582,151,0,0,4,40,50,0,284,24,968
PartyScene,INTRA.csv,22,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,35,0,79,0,84,89,0,0,0,1,2,2,0,0,52,0,463,9,891,1182,72,0,0,10,27,26,1,0,49,1,797,26,2782,5752,1382,0,0,65,0,1110,21,6512,9611,0,0,0,76,1674,0,3133,492,10510
PartyScene,INTRA.csv,27,0,0,0,1,0,10,0,5,0,6,3,0,0,0,0,0,0,6,0,82,0,144,2,107,73,0,0,1,4,2,1,7,0,131,6,526,14,789,977,80,0,2,20,21,18,3,0,113,3,820,28,2487,4798,1224,0,0,85,3,1200,24,5763,8707,0,0,0,100,1880,0,2865,552,7680
PartyScene,INTRA.csv,32,0,0,0,15,0,20,0,19,0,7,0,0,0,0,0,0,0,16,0,134,0,163,1,113,52,8,0,1,4,4,2,16,0,140,3,424,7,636,779,104,0,1,10,15,7,4,0,109,6,719,14,2046,3667,1094,1,0,75,3,1053,33,4291,6379,0,0,4,132,1344,0,2066,476,5581
PartyScene,INTRA.csv,37,2,1,0,50,0,32,0,14,0,3,0,0,0,0,0,0,0,17,0,154,1,134,0,107,70,4,0,1,4,1,1,10,0,136,1,352,4,679,706,112,0,1,12,17,7,6,0,152,8,675,9,1824,2430,676,0,0,106,4,875,15,2841,3836,0,0,12,136,916,0,1145,456,3597
RaceHorses,INTER.csv,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,342,3,220,108,0,0,1,7,5,5,2,0,487,5,1669,22,1336,941,0,0,7,80,79,65,3,0,612,16,2954,129,3992,2823,104,0,0,471,24,3507,224,4998,2603,0,0,0,28,184,0,1039,80,3517
RaceHorses,INTER.csv,27,0,0,0,1,0,5,0,14,0,3,0,0,0,0,0,0,0,7,0,381,2,503,3,253,91,0,0,2,8,10,10,13,0,684,3,1572,20,1090,522,4,0,7,35,55,19,11,0,809,17,2349,93,2456,1351,50,0,0,466,21,2110,100,2261,1098,0,0,0,28,94,0,539,20,1440
RaceHorses,INTER.csv,32,0,0,0,13,0,45,0,59,0,13,0,0,0,0,0,0,0,59,0,537,2,527,5,234,50,0,0,2,6,5,3,63,0,856,6,1143,11,725,291,8,0,9,14,24,9,67,0,809,14,1539,33,1023,340,14,16,0,412,13,948,28,604,223,0,0,8,12,30,0,247,20,576
RaceHorses,INTER.csv,37,0,0,0,50,0,96,0,130,0,23,4,0,0,0,0,0,0,144,0,583,1,472,0,166,24,0,0,4,6,2,0,150,0,680,6,596,3,265,63,0,0,10,10,8,1,133,0,539,9,524,6,232,58,4,21,0,233,1,256,2,89,13,0,4,0,4,0,0,70,0,186
RaceHorses,INTRA.csv,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,1,0,0,0,0,1,0,0,0,8,0,111,2,115,105,12,0,1,2,4,7,0,0,21,0,200,2,644,1158,216,0,0,9,0,361,10,1862,1957,0,0,0,16,314,0,942,80,3315
RaceHorses,INTRA.csv,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,9,5,0,0,0,1,0,1,0,0,15,0,153,2,135,123,8,0,0,4,4,3,0,0,29,0,322,7,673,936,132,0,0,27,0,459,17,1537,1567,0,0,0,16,230,0,717,76,2368
RaceHorses,INTRA.csv,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,28,0,9,9,0,0,0,1,1,1,1,0,39,0,210,2,173,165,12,0,0,3,10,9,1,0,52,3,386,2,669,687,86,0,0,39,2,389,10,1060,1072,0,0,0,24,158,0,480,40,1670
RaceHorses,INTRA.csv,37,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,24,0,50,1,22,23,4,0,0,1,0,1,1,0,72,1,217,1,211,119,0,0,0,2,7,2,2,0,69,2,350,8,522,458,50,0,0,56,3,284,8,545,556,0,0,0,20,84,0,283,20,1031
RaceHorses,INTER.csv,22,0,0,0,62,0,29,0,66,0,33,29,0,0,0,0,0,0,52,0,1364,12,1303,27,1186,1042,4,0,16,27,59,70,98,0,2327,38,5093,156,6435,5462,104,0,36,122,361,290,45,0,2352,99,8238,498,12755,10054,608,28,0,1534,94,7452,436,10709,7067,0,0,4,132,550,0,3980,384,14628
RaceHorses,INTER.csv,27,0,0,0,176,0,189,0,146,0,55,31,0,0,0,0,0,0,250,0,2039,8,1251,4,853,324,4,0,16,24,25,16,297,0,2740,18,4201,67,3160,1910,48,0,30,91,152,98,163,0,2590,78,5774,248,6537,4130,400,62,0,1610,60,5050,243,5630,3573,0,0,12,108,258,0,2434,172,6014
RaceHorses,INTER.csv,32,3,0,0,335,0,352,0,169,0,68,9,0,0,0,0,0,0,431,0,2184,8,1225,8,687,193,0,0,25,22,21,9,459,0,2471,28,2974,30,1950,878,36,0,30,63,67,27,337,0,2260,57,3548,95,3170,1213,114,128,0,1152,39,2353,73,1953,876,0,0,4,80,90,0,1067,84,2679
RaceHorses,INTER.csv,37,10,5,3,545,0,515,0,237,0,81,13,0,0,0,0,0,0,693,0,1861,8,974,3,451,66,4,0,21,12,12,1,669,0,1978,23,1439,9,706,187,16,0,15,16,15,5,422,0,1555,24,1368,14,681,154,8,131,0,577,14,617,10,253,71,0,0,4,24,8,0,364,16,1028
RaceHorses,INTRA.csv,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,57,0,117,108,12,0,0,0,0,1,0,0,48,0,324,1,766,948,204,0,0,0,1,5,0,0,54,0,512,3,1866,4303,1530,0,0,15,0,445,9,2847,3891,0,0,0,52,310,0,3236,424,11008
RaceHorses,INTRA.csv,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,106,2,103,83,8,0,0,1,6,5,0,0,141,2,587,11,873,890,156,0,0,3,11,16,0,0,123,2,937,22,2129,3107,1104,0,0,104,3,765,23,2657,3325,0,0,0,60,346,0,2339,344,7703
RaceHorses,INTRA.csv,32,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,4,0,127,1,131,2,95,42,8,0,0,0,2,0,11,0,228,1,685,13,806,719,148,0,2,18,23,10,9,0,254,8,1011,18,1843,1906,714,3,0,154,7,920,25,2004,2247,0,0,4,76,244,0,1823,256,5140
RaceHorses,INTRA.csv,37,0,0,0,4,0,16,0,4,0,4,0,0,0,0,0,0,0,17,0,192,2,170,0,112,70,12,0,2,5,1,0,33,0,348,0,647,3,745,498,76,0,6,7,15,5,20,0,303,5,931,9,1245,1107,370,7,0,183,3,623,8,1134,1264,0,0,8,56,130,0,962,124,3033
RitualDance,INTER.csv,22,0,0,0,4,0,0,0,168,0,30,43,12,0,0,0,0,0,0,0,1,0,726,0,691,694,340,0,0,0,0,43,3049,0,1106,0,735,0,1083,6566,208,0,0,0,4,378,60,0,856,1,886,22,8593,33510,988,68,0,549,2,3782,51,23356,23630,0,24,236,508,3578,0,48857,25352,430858
RitualDance,INTER.csv,27,3,2,1,3,0,1,0,721,0,69,33,12,0,0,0,0,1,0,0,9,0,656,1,1171,2185,308,0,0,0,3,243,2053,0,930,1,780,32,4146,18538,216,0,0,6,82,1899,73,0,886,5,1544,155,16453,54548,756,81,0,840,22,5435,450,29067,28262,0,12,324,496,1918,0,35129,14856,388073
RitualDance,INTER.csv,32,5,5,2,3,0,5,0,988,0,91,48,28,0,0,0,0,2,4,0,26,0,976,3,1466,4190,196,0,1,3,7,452,1491,0,1102,2,966,80,7547,28508,136,0,6,24,247,3779,221,0,844,11,3049,396,20502,64077,568,113,0,1409,38,7411,1118,30639,31328,0,68,340,260,686,0,22338,9356,321134
RitualDance,INTER.csv,37,15,1,2,8,0,9,0,994,0,129,129,36,0,0,0,1,9,9,0,88,2,1041,6,2212,8053,316,0,3,1,38,840,1120,0,1069,3,1788,184,11271,32167,152,0,18,49,567,1889,203,0,1263,30,5760,696,22496,52967,472,157,2,2592,122,8620,517,19042,10503,0,32,520,204,246,0,15577,6004,223056
RitualDance,INTRA.csv,22,0,0,0,61,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,589,0,166,0,110,90,0,0,0,0,0,0,68,0,263,0,156,0,185,216,0,0,0,0,0,2,0,0,218,0,279,0,197,645,8,0,0,5651,0,907,0,454,503,0,0,8,0,12,0,949,22832,64535
RitualDance,INTRA.csv,27,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,300,0,198,206,4,0,0,0,0,1,32,0,349,0,265,0,440,520,4,0,0,0,0,18,0,0,287,0,406,0,447,1253,6,0,0,2559,0,814,0,686,819,0,0,8,8,14,0,475,9896,58648
RitualDance,INTRA.csv,32,0,0,0,63,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,685,0,307,0,288,231,12,0,0,0,0,12,8,0,348,0,397,0,753,1143,4,0,0,0,2,107,0,0,340,0,578,5,919,2394,2,0,0,1640,0,841,7,1290,1404,0,0,8,8,6,0,341,5660,54339
RitualDance,INTRA.csv,37,0,2,1,64,0,0,0,8,0,2,9,0,0,0,0,0,0,0,0,698,0,274,0,339,590,0,0,0,0,0,45,20,0,366,0,456,3,1240,2599,8,0,1,1,15,305,0,0,364,1,723,26,1722,4114,2,2,1,1312,4,969,52,1774,1872,0,0,0,12,10,0,202,4280,46839
SlideEditing,INTER.csv,22,1212,43,31,856,0,143,0,718,0,178,81,0,0,0,0,0,0,41,0,160,1,117,5,126,107,4,0,0,1,1,1,85,0,66,0,123,1,67,75,0,0,2,0,3,0,75,0,59,1,50,1,65,123,4,4,0,20,0,31,1,81,45,0,0,0,0,4,0,63,32,356
SlideEditing,INTER.csv,27,1240,11,22,861,0,120,0,707,0,154,61,0,0,0,0,0,0,56,0,163,0,86,2,107,111,4,0,0,0,1,0,67,0,58,0,77,0,47,57,0,0,0,0,0,0,64,0,55,0,38,1,64,50,4,14,0,15,0,35,3,84,27,0,0,0,0,0,0,44,28,179
SlideEditing,INTER.csv,32,1239,18,18,870,0,128,0,706,0,160,89,0,0,0,0,0,0,50,0,156,1,76,0,82,60,0,0,0,0,0,0,63,0,51,0,49,0,28,40,0,0,0,0,0,0,62,0,53,0,25,0,63,32,4,11,0,14,0,22,2,62,10,0,0,0,0,0,0,26,24,103
SlideEditing,INTER.csv,37,1239,17,19,890,0,117,0,685,0,146,83,0,0,0,0,0,0,58,0,163,0,50,0,47,25,4,0,0,0,0,0,56,0,36,0,41,0,21,20,0,0,0,0,0,0,45,0,51,1,30,0,37,24,0,2,0,25,0,37,0,54,22,0,0,0,0,4,0,28,12,78
SlideEditing,INTRA.csv,22,98,4,7,153,0,18,0,92,0,35,20,4,0,0,0,0,0,9,0,261,1,204,4,381,453,108,0,0,1,0,1,14,0,159,0,460,0,605,948,216,0,0,0,3,2,11,0,202,0,322,0,804,1701,696,2,0,154,0,309,0,1005,2147,0,0,76,72,238,0,205,840,6311
SlideEditing,INTRA.csv,27,102,7,10,135,0,22,0,89,0,31,12,0,0,0,0,0,0,20,0,248,0,252,4,355,428,88,0,0,0,0,1,20,0,166,0,424,0,604,855,140,0,0,1,1,2,11,0,162,0,333,0,776,1367,414,16,0,157,1,358,0,937,1642,0,0,56,40,228,0,134,640,4813
SlideEditing,INTRA.csv,32,106,0,10,142,0,11,0,90,0,43,22,0,0,0,0,0,0,9,0,280,0,305,0,377,449,100,0,0,0,1,0,11,0,153,0,418,0,528,740,56,0,0,0,1,0,6,0,157,0,326,0,711,1049,214,0,0,182,1,317,1,720,1163,0,4,28,40,208,0,125,440,2864
SlideEditing,INTRA.csv,37,108,1,6,131,0,18,0,87,0,37,16,4,0,0,0,0,0,12,0,286,0,332,0,408,520,84,0,0,0,0,0,22,0,154,0,403,0,515,597,44,0,0,0,0,0,12,0,133,0,332,1,682,866,202,8,0,140,1,334,3,655,935,0,0,48,64,168,0,132,356,1601
SlideShow,INTER.csv,22,1185,38,25,684,0,112,0,546,0,141,175,4,0,0,0,0,0,197,0,208,0,150,2,137,122,0,0,0,0,3,0,110,0,101,0,230,2,201,169,28,0,7,3,3,3,96,0,139,1,202,0,306,435,68,76,0,105,1,205,2,438,569,0,4,0,28,78,0,602,84,1894
SlideShow,INTER.csv,27,1204,49,29,764,0,167,0,646,0,94,27,0,0,0,0,0,0,171,0,189,0,113,0,73,36,0,0,1,1,0,0,68,0,57,0,144,0,86,63,28,0,0,2,1,1,61,0,43,0,74,1,173,294,36,48,0,36,0,86,1,258,488,0,4,0,16,106,0,590,84,1324
SlideShow,INTER.csv,32,1205,64,37,831,0,92,0,617,0,66,0,0,0,0,0,0,0,170,0,154,0,66,0,47,12,4,0,0,0,2,0,56,0,42,0,64,0,53,39,24,0,0,1,1,0,32,0,27,0,48,0,124,203,42,33,0,17,0,29,1,220,322,0,0,0,0,80,0,474,64,1092
SlideShow,INTER.csv,37,1231,42,53,820,0,93,0,589,0,61,29,8,0,0,0,0,0,129,0,114,1,30,0,45,30,8,0,0,1,0,0,32,0,26,0,44,0,53,47,12,0,0,2,1,1,17,0,27,0,16,1,76,82,54,6,0,7,0,23,0,64,77,0,0,0,12,28,0,349,92,680
SlideShow,INTRA.csv,22,53,0,1,129,0,35,0,95,0,70,53,56,0,0,0,0,0,35,0,237,1,292,3,369,253,124,0,2,2,1,0,39,0,181,0,488,2,567,504,68,0,1,2,4,1,41,0,140,3,484,0,731,1075,340,39,0,154,1,476,1,1059,1603,0,32,24,76,352,0,695,468,4355
SlideShow,INTRA.csv,27,64,3,5,116,0,39,0,92,0,78,43,40,0,0,0,0,0,36,0,229,0,315,0,352,272,68,0,2,0,0,0,50,0,169,0,412,0,445,450,84,0,2,4,0,0,50,0,134,0,462,0,616,809,282,44,0,138,1,421,0,783,1100,0,28,28,68,284,0,513,340,3104
SlideShow,INTRA.csv,32,67,5,6,164,0,66,0,105,0,49,62,20,0,0,0,0,0,50,0,285,0,274,0,283,255,52,0,0,0,0,0,61,0,142,0,397,0,403,349,56,0,3,1,0,0,46,0,125,0,303,0,514,630,200,26,0,143,0,319,0,630,884,0,32,24,64,250,0,460,252,2160
SlideShow_INTRA.csv,INTRA.csv,37,68,7,3,174,0,52,0,109,0,37,22,12,0,0,0,0,0,55,0,272,0,264,0,247,165,56,0,0,0,0,0,34,0,103,0,347,0,340,354,64,0,0,0,1,0,22,0,107,0,226,0,428,542,160,17,0,76,0,274,0,523,650,0,8,36,60,194,0,321,184,1734
