YUV,QP,128x128,128x64,64x128,64x64,64x48,64x32,64x24,64x16,64x12,64x8,64x4,64x2,48x64,48x32,48x16,48x8,48x4,32x64,32x48,32x32,32x24,32x16,32x12,32x8,32x4,32x2,24x64,24x32,24x16,24x8,24x4,16x64,16x48,16x32,16x24,16x16,16x12,16x8,16x4,16x2,12x64,12x32,12x16,12x8,12x4,8x64,8x48,8x32,8x24,8x16,8x12,8x8,8x4,8x2,4x64,4x48,4x32,4x24,4x16,4x12,4x8,4x4,4x2,2x64,2x32,2x16,2x8,2x4,zeros,resto,chroma
MarketPlace_INTER.csv,22,0,0,0,14,0,8,0,6,0,0,0,0,0,0,0,0,0,18,0,2876,0,3945,0,7469,17290,144,0,0,0,0,0,52,0,3037,0,12933,0,43629,147689,664,0,0,0,0,9,11,0,3396,0,34794,0,163983,291131,6156,8,0,12298,0,94825,0,150343,87303,0,4,260,2120,14224,0,172062,85448,0
MarketPlace_INTER.csv,27,0,0,0,16,0,10,0,14,0,15,34,0,0,0,0,0,0,26,0,2715,0,3669,0,7022,16937,148,0,0,0,1,84,68,0,3070,0,12582,1,38247,163857,376,0,0,1,44,1184,30,0,4403,0,33671,50,139953,335728,2200,41,0,6530,3,67333,173,125177,64695,0,4,416,1052,2652,0,59286,9076,0
MarketPlace_INTER.csv,32,0,0,0,31,0,36,0,34,0,22,38,0,0,0,0,0,0,36,0,3819,0,3902,2,7518,20160,128,0,0,0,9,253,75,0,3145,0,12635,67,40369,159623,204,0,1,5,190,2870,35,0,5266,4,32461,252,120250,319754,760,49,0,6902,13,55315,561,107539,69111,0,0,304,344,406,0,21768,1540,0
MarketPlace_INTER.csv,37,1,0,0,250,0,108,1,164,0,52,93,0,0,0,0,0,0,33,0,4768,0,3827,12,8028,25443,140,0,0,2,33,500,195,0,3240,4,12495,126,43543,144934,192,0,0,30,595,1748,27,0,4958,9,34527,503,123378,224018,858,40,0,6425,34,60453,276,90996,21172,0,0,140,60,90,0,12377,776,0
MarketPlace_INTRA.csv,22,0,0,0,217,0,87,0,42,0,39,17,0,0,0,0,0,0,183,0,218,0,250,0,1002,3793,0,0,0,0,0,0,148,0,324,0,761,0,5043,21696,0,0,0,0,0,0,84,0,333,0,1864,0,12603,36048,0,0,0,17052,0,11123,0,12567,1564,0,0,0,0,12,0,12743,80068,0
MarketPlace_INTRA.csv,27,0,0,0,207,0,85,0,42,0,36,14,0,0,0,0,0,0,163,0,364,0,363,0,1057,3753,4,0,0,0,0,0,142,0,366,0,721,0,4761,25449,8,0,0,0,0,4,102,0,344,0,1628,0,11543,44728,34,0,0,13218,0,7857,0,10149,2130,0,0,0,0,36,0,4379,65128,0
MarketPlace_INTRA.csv,32,0,0,0,210,0,88,0,48,0,66,32,0,0,0,0,0,0,186,0,358,0,458,0,1225,4617,4,0,0,0,0,1,129,0,325,0,798,1,4217,28984,0,0,0,0,2,101,86,0,285,0,1590,3,9940,51562,54,2,0,9686,0,7033,3,9121,4615,0,0,4,0,76,0,1181,52884,0
MarketPlace_INTRA.csv,37,0,0,0,240,0,91,0,59,0,56,59,0,0,0,0,0,0,143,0,398,0,499,1,1461,6399,12,0,0,0,4,51,127,0,306,0,1045,6,5665,32262,8,0,0,0,37,429,90,0,376,1,2072,35,10815,48448,26,0,0,5393,3,5979,44,8509,7676,0,0,0,8,116,0,544,31232,0
PartyScene_INTER.csv,22,48,0,0,405,0,109,0,166,0,74,44,0,0,0,0,0,0,68,0,1505,5,1194,16,1035,547,0,0,10,23,22,13,142,0,1273,22,3971,58,5220,4304,44,0,15,90,224,156,39,0,1374,33,7263,192,14312,7935,748,28,0,1039,31,9928,242,13498,8042,0,0,0,76,1158,0,4804,312,0
PartyScene_INTER.csv,27,80,0,0,581,0,192,0,109,0,42,12,0,0,0,0,0,0,102,0,1683,6,1027,5,829,279,0,0,5,14,9,6,128,0,1303,13,3105,25,3271,2221,28,0,9,78,150,72,71,0,1395,33,5218,152,8587,4448,340,42,0,861,30,5995,187,7771,4707,0,0,0,100,634,0,2757,188,0
PartyScene_INTER.csv,32,138,4,0,639,0,313,0,99,0,40,9,0,0,0,0,0,0,143,0,1515,0,852,2,587,154,0,0,6,14,8,6,161,0,1222,11,2303,16,2015,1162,16,0,10,54,75,26,95,0,1304,36,3541,96,4648,1969,142,21,0,757,18,3187,75,3150,1767,0,0,0,104,226,0,1318,140,0
PartyScene_INTER.csv,37,185,0,15,778,0,379,0,109,0,44,8,0,0,0,0,0,0,205,0,1212,1,609,4,390,77,0,0,9,13,8,1,197,0,998,15,1296,12,914,347,12,0,15,18,28,4,125,0,912,13,1784,40,1514,363,28,34,0,443,6,995,17,583,151,0,0,4,40,50,0,284,24,0
PartyScene_INTRA.csv,22,0,0,0,2,0,2,0,4,0,4,1,0,0,0,0,0,0,0,0,59,0,121,0,157,197,0,0,0,1,2,2,1,0,88,0,743,9,1728,2422,72,0,0,10,27,26,1,0,111,1,1754,26,6656,6122,1382,0,0,158,0,3120,21,6969,9649,0,0,0,76,1674,0,3133,492,0
PartyScene_INTRA.csv,27,0,0,0,3,0,16,0,5,0,11,4,0,0,0,0,0,0,8,0,122,0,205,2,189,158,0,0,1,4,2,1,7,0,189,6,815,14,1460,1731,80,0,2,20,21,18,3,0,197,3,1733,28,5285,4896,1224,0,0,180,3,2662,24,5904,8740,0,0,0,100,1880,0,2865,552,0
PartyScene_INTRA.csv,32,0,0,0,22,0,24,0,20,0,8,0,0,0,0,0,0,0,23,0,211,0,242,1,182,119,8,0,1,4,4,2,18,0,238,3,755,7,1281,1323,104,0,1,10,15,7,4,0,202,6,1538,14,3692,3693,1094,1,0,178,3,1980,33,4311,6394,0,0,4,132,1344,0,2066,476,0
PartyScene_INTRA.csv,37,2,1,0,66,0,42,0,20,0,3,0,0,0,0,0,0,0,19,0,260,1,233,0,193,129,4,0,1,4,1,1,12,0,278,1,625,4,1119,961,112,0,1,12,17,7,6,0,289,8,1208,9,2629,2433,676,0,0,211,4,1381,15,2851,3838,0,0,12,136,916,0,1145,456,0
RaceHorses_INTER.csv,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,349,3,230,121,0,0,1,7,5,5,2,0,499,5,1761,22,1496,1137,0,0,7,80,79,65,3,0,638,16,3333,129,4914,2996,104,0,0,523,24,4374,224,5436,2770,0,0,0,28,184,0,1039,80,0
RaceHorses_INTER.csv,27,0,0,0,1,0,5,0,14,0,3,0,0,0,0,0,0,0,7,0,382,2,508,3,264,97,0,0,2,8,10,10,13,0,696,3,1654,20,1216,595,4,0,7,35,55,19,11,0,834,17,2559,93,2854,1377,50,0,0,503,21,2424,100,2330,1143,0,0,0,28,94,0,539,20,0
RaceHorses_INTER.csv,32,0,0,0,13,0,45,0,59,0,13,0,0,0,0,0,0,0,59,0,539,2,536,5,246,53,0,0,2,6,5,3,63,0,881,6,1196,11,786,320,8,0,9,14,24,9,69,0,848,14,1642,33,1115,340,14,16,0,441,13,1049,28,616,227,0,0,8,12,30,0,247,20,0
RaceHorses_INTER.csv,37,0,0,0,50,0,96,0,133,0,24,4,0,0,0,0,0,0,145,0,589,1,494,0,167,24,0,0,4,6,2,0,153,0,704,6,622,3,279,67,0,0,10,10,8,1,137,0,550,9,555,6,248,58,4,21,0,240,1,267,2,90,13,0,4,0,4,0,0,70,0,0
RaceHorses_INTRA.csv,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,0,2,9,0,0,0,0,1,0,0,0,29,0,251,2,296,330,12,0,1,2,4,7,0,0,46,0,659,2,1852,1254,216,0,0,42,0,1005,10,2071,1997,0,0,0,16,314,0,942,80,0
RaceHorses_INTRA.csv,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,37,0,19,15,0,0,0,1,0,1,0,0,43,0,284,2,316,300,8,0,0,4,4,3,0,0,68,0,688,7,1453,968,132,0,0,61,0,926,17,1607,1582,0,0,0,16,230,0,717,76,0
RaceHorses_INTRA.csv,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,50,0,26,28,0,0,0,1,1,1,1,0,76,0,341,2,346,289,12,0,0,3,10,9,1,0,97,3,675,2,1150,698,86,0,0,69,2,647,10,1081,1075,0,0,0,24,158,0,480,40,0
RaceHorses_INTRA.csv,37,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,46,0,92,1,57,38,4,0,0,1,0,1,1,0,117,1,325,1,336,162,0,0,0,2,7,2,4,0,117,2,534,8,726,461,50,0,0,83,3,400,8,552,558,0,0,0,20,84,0,283,20,0
RaceHorses_INTER.csv,22,0,0,0,65,0,31,0,68,0,33,29,0,0,0,0,0,0,53,0,1478,12,1410,27,1255,1136,4,0,16,27,59,70,107,0,2670,38,6021,156,7555,6698,104,0,36,122,361,290,52,0,2696,99,10143,498,16568,10658,608,35,0,1803,94,9912,436,11601,7366,0,0,4,132,550,0,3980,384,0
RaceHorses_INTER.csv,27,0,0,0,180,0,192,0,151,0,56,31,0,0,0,0,0,0,253,0,2117,8,1338,4,910,371,4,0,16,24,25,16,306,0,2975,18,4655,67,3724,2380,48,0,30,91,152,98,166,0,2779,78,6658,248,7956,4195,400,64,0,1832,60,6063,243,5766,3637,0,0,12,108,258,0,2434,172,0
RaceHorses_INTER.csv,32,3,0,0,339,0,357,0,171,0,71,9,0,0,0,0,0,0,440,0,2259,8,1310,8,745,217,0,0,25,22,21,9,474,0,2597,28,3241,30,2262,1017,36,0,30,63,67,27,342,0,2448,57,4051,95,3549,1224,114,136,0,1267,39,2665,73,1977,886,0,0,4,80,90,0,1067,84,0
RaceHorses_INTER.csv,37,10,5,3,549,0,523,0,256,0,84,16,0,0,0,0,0,0,717,0,1932,8,1026,3,495,72,4,0,21,12,12,1,701,0,2108,23,1587,9,770,207,16,0,15,16,15,5,437,0,1660,24,1502,14,730,154,8,139,0,625,14,655,10,256,71,0,0,4,24,8,0,364,16,0
RaceHorses_INTRA.csv,22,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,146,0,200,0,239,223,12,0,0,0,0,1,0,0,254,0,1136,1,2065,2199,204,0,0,0,1,5,0,0,192,0,1984,3,5366,4583,1530,0,0,107,0,1639,9,3070,3916,0,0,0,52,310,0,3236,424,0
RaceHorses_INTRA.csv,27,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,183,0,211,2,182,160,8,0,0,1,6,5,7,0,352,2,1228,11,1771,1552,156,0,0,3,11,16,4,0,273,2,2208,22,4403,3169,1104,0,0,221,3,1660,23,2745,3353,0,0,0,60,346,0,2339,344,0
RaceHorses_INTRA.csv,32,0,0,0,11,0,12,0,7,0,3,0,0,0,0,0,0,0,10,0,251,1,262,2,163,79,8,0,0,0,2,0,20,0,450,1,1198,13,1434,1084,148,0,2,18,23,10,10,0,457,8,1940,18,2924,1928,714,6,0,299,7,1507,25,2037,2259,0,0,4,76,244,0,1823,256,0
RaceHorses_INTRA.csv,37,0,0,0,12,0,28,0,13,0,4,0,0,0,0,0,0,0,35,0,351,2,301,0,205,111,12,0,2,5,1,0,49,0,575,0,1034,3,1084,627,76,0,6,7,15,5,27,0,474,5,1434,9,1640,1108,370,11,0,285,3,887,8,1144,1271,0,0,8,56,130,0,962,124,0
RitualDance_INTER.csv,22,0,0,0,1942,0,760,0,686,0,358,310,12,0,0,0,0,0,939,0,11601,0,7591,0,9132,26474,340,0,0,0,0,43,3715,0,8931,0,14051,0,23019,92679,208,0,0,0,4,378,341,0,7446,1,17628,22,40874,154838,988,320,0,10762,2,26541,51,50865,29241,0,24,236,508,3578,0,48857,25352,0
RitualDance_INTER.csv,27,3,2,1,2100,0,907,0,1331,0,512,500,12,0,0,0,0,1,989,0,10028,0,7010,1,9387,30061,308,0,0,0,3,243,2876,0,8139,1,13016,32,23230,99251,216,0,0,6,82,1899,488,0,7872,5,17069,155,39597,153807,756,354,0,9660,22,23749,450,47005,47619,0,12,324,496,1918,0,35129,14856,0
RitualDance_INTER.csv,32,5,5,2,2315,0,1378,0,1657,0,838,854,28,0,0,0,0,2,1439,0,9262,0,7264,3,9402,32345,196,0,1,3,7,452,2244,0,7728,2,10806,80,22087,90178,136,0,6,24,247,3779,744,0,7423,11,15934,396,36539,130674,568,368,0,9031,38,21675,1118,43420,62533,0,68,340,260,686,0,22338,9356,0
RitualDance_INTER.csv,37,15,1,2,2839,0,1508,0,1722,0,856,1095,36,0,0,0,1,9,1481,0,9907,2,7177,6,9198,31757,316,0,3,1,38,840,1917,0,7158,3,9108,184,21550,74718,152,0,18,49,567,1889,779,0,7237,30,15845,696,33204,92056,472,480,2,8542,122,18119,517,27791,20702,0,32,520,204,246,0,15577,6004,0
RitualDance_INTRA.csv,22,0,0,0,281,0,63,0,113,0,35,63,0,0,0,0,0,0,321,0,1365,0,631,0,941,4127,0,0,0,0,0,0,384,0,1375,0,1656,0,3605,14561,0,0,0,0,0,2,161,0,1198,0,2786,0,6978,17550,8,21,0,6817,0,3971,0,5796,562,0,0,8,0,12,0,949,22832,0
RitualDance_INTRA.csv,27,0,0,0,274,0,77,0,45,0,41,146,0,0,0,0,0,0,349,0,1568,0,825,0,1055,4668,4,0,0,0,0,1,331,0,1653,0,1709,0,3542,14740,4,0,0,0,0,18,234,0,1348,0,2508,0,5172,16715,6,52,0,3366,0,3239,0,4230,1110,0,0,8,8,14,0,475,9896,0
RitualDance_INTRA.csv,32,0,0,0,285,0,82,0,63,0,60,225,0,0,0,0,0,0,349,0,1499,0,913,0,1256,6151,12,0,0,0,0,12,343,0,1511,0,1717,0,3323,14732,4,0,0,0,2,107,235,0,1534,0,2427,5,4348,15359,2,79,0,2633,0,2846,7,3668,2338,0,0,8,8,6,0,341,5660,0
RitualDance_INTRA.csv,37,0,2,1,421,0,92,0,92,0,97,393,0,0,0,0,0,0,344,0,1431,0,795,0,1336,6716,0,0,0,0,0,45,259,0,1250,0,1634,3,3540,14555,8,0,1,1,15,305,169,0,1226,1,2390,26,4208,13227,2,71,1,2204,4,2755,52,3546,3605,0,0,0,12,10,0,202,4280,0
SlideEditing_INTER.csv,22,1212,43,31,859,0,148,0,731,0,197,100,0,0,0,0,0,0,41,0,160,1,125,5,158,154,4,0,0,1,1,1,85,0,67,0,133,1,89,113,0,0,2,0,3,0,75,0,61,1,61,1,118,149,4,4,0,20,0,45,1,112,47,0,0,0,0,4,0,63,32,0
SlideEditing_INTER.csv,27,1240,11,22,865,0,122,0,711,0,167,78,0,0,0,0,0,0,56,0,163,0,94,2,129,134,4,0,0,0,1,0,67,0,59,0,82,0,60,73,0,0,0,0,0,0,64,0,56,0,50,1,85,51,4,14,0,15,0,46,3,89,27,0,0,0,0,0,0,44,28,0
SlideEditing_INTER.csv,32,1239,18,18,870,0,129,0,711,0,172,105,0,0,0,0,0,0,50,0,157,1,79,0,95,77,0,0,0,0,0,0,63,0,51,0,53,0,41,44,0,0,0,0,0,0,62,0,54,0,29,0,70,32,4,11,0,14,0,24,2,62,10,0,0,0,0,0,0,26,24,0
SlideEditing_INTER.csv,37,1239,17,19,890,0,124,0,690,0,156,85,0,0,0,0,0,0,58,0,163,0,54,0,55,32,4,0,0,0,0,0,56,0,36,0,42,0,32,30,0,0,0,0,0,0,45,0,52,1,34,0,42,24,0,2,0,26,0,39,0,54,22,0,0,0,0,4,0,28,12,0
SlideEditing_INTRA.csv,22,98,4,7,162,0,22,0,102,0,69,31,4,0,0,0,0,0,13,0,364,1,390,4,868,1415,108,0,0,1,0,1,23,0,264,0,680,0,1422,2261,216,0,0,0,3,2,29,0,282,0,540,0,1869,1821,696,4,0,215,0,600,0,1182,2152,0,0,76,72,238,0,205,840,0
SlideEditing_INTRA.csv,27,102,7,10,150,0,34,0,92,0,59,25,0,0,0,0,0,0,24,0,376,0,480,4,962,1254,88,0,0,0,0,1,40,0,255,0,637,0,1295,1546,140,0,0,1,1,2,34,0,238,0,528,0,1389,1414,414,16,0,203,1,539,0,997,1646,0,0,56,40,228,0,134,640,0
SlideEditing_INTRA.csv,32,106,0,10,169,0,39,0,132,0,195,31,0,0,0,0,0,0,19,0,425,0,553,0,768,760,100,0,0,0,1,0,45,0,248,0,587,0,819,1013,56,0,0,0,1,0,45,0,201,0,470,0,994,1056,214,0,0,199,1,413,1,727,1165,0,4,28,40,208,0,125,440,0
SlideEditing_INTRA.csv,37,108,1,6,209,0,57,0,127,0,87,18,4,0,0,0,0,0,43,0,434,0,497,0,582,634,84,0,0,0,0,0,48,0,219,0,512,0,647,721,44,0,0,0,0,0,27,0,170,0,402,1,806,868,202,8,0,150,1,380,3,655,935,0,0,48,64,168,0,132,356,0
SlideShow_INTER.csv,22,1185,38,25,911,0,160,0,627,0,174,211,4,0,0,0,0,0,209,0,238,0,200,2,162,144,0,0,0,0,3,0,121,0,139,0,316,2,367,392,28,0,7,3,3,3,113,0,174,1,321,0,691,436,68,122,0,150,1,353,2,446,571,0,4,0,28,78,0,602,84,0
SlideShow_INTER.csv,27,1204,49,29,871,0,192,0,678,0,108,28,0,0,0,0,0,0,183,0,216,0,149,0,103,56,0,0,1,1,0,0,78,0,90,0,211,0,254,245,28,0,0,2,1,1,75,0,61,0,194,1,451,294,36,58,0,57,0,182,1,261,488,0,4,0,16,106,0,590,84,0
SlideShow_INTER.csv,32,1205,64,37,985,0,114,0,647,0,70,0,0,0,0,0,0,0,177,0,184,0,90,0,73,27,4,0,0,0,2,0,68,0,72,0,109,0,182,170,24,0,0,1,1,0,39,0,55,0,151,0,310,203,42,40,0,41,0,106,1,220,323,0,0,0,0,80,0,474,64,0
SlideShow_INTER.csv,37,1231,42,53,923,0,107,0,615,0,79,45,8,0,0,0,0,0,140,0,155,1,66,0,91,86,8,0,0,1,0,0,37,0,50,0,73,0,105,110,12,0,0,2,1,1,19,0,49,0,55,1,125,82,54,13,0,14,0,37,0,64,77,0,0,0,12,28,0,349,92,0
SlideShow_INTRA.csv,22,53,0,1,296,0,92,0,176,0,199,127,56,0,0,0,0,0,86,0,439,1,557,3,649,495,124,0,2,2,1,0,72,0,350,0,801,2,942,899,68,0,1,2,4,1,106,0,300,3,810,0,1310,1078,340,77,0,244,1,734,1,1061,1604,0,32,24,76,352,0,695,468,0
SlideShow_INTRA.csv,27,64,3,5,293,0,110,0,155,0,190,106,40,0,0,0,0,0,69,0,426,0,550,0,563,428,68,0,2,0,0,0,83,0,305,0,591,0,656,651,84,0,2,4,0,0,110,0,266,0,661,0,967,810,282,67,0,212,1,607,0,783,1100,0,28,28,68,284,0,513,340,0
SlideShow_INTRA.csv,32,67,5,6,353,0,135,0,201,0,119,84,20,0,0,0,0,0,78,0,451,0,397,0,413,336,52,0,0,0,0,0,87,0,204,0,509,0,536,536,56,0,3,1,0,0,78,0,200,0,430,0,758,630,200,52,0,184,0,440,0,630,884,0,32,24,64,250,0,460,252,0
SlideShow_INTRA.csv,37,68,7,3,387,0,130,0,192,0,76,24,12,0,0,0,0,0,84,0,423,0,349,0,326,236,56,0,0,0,0,0,60,0,163,0,425,0,483,472,64,0,0,0,1,0,40,0,163,0,317,0,607,543,160,20,0,113,0,368,0,523,650,0,8,36,60,194,0,321,184,0
